id,Isolate,Species,Cohort,Region,Country,Year,Description,sample_accession_number,Classification,Cluster,sul2,aph(3'')-Ib,aph(6)-Id,tet(B),catA2,aph(6)-Id*,aph(3'')-Ib*,blaBRO-1,blaBRO-2,blaBRO-1*,blaBRO-1^,blaBRO-2*,AG261,AB778,AC411
46736_1#180_fa,MCAT14366SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308288,Serosensitive,Serosensitive_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#229_fa,PCV-C-0287-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036194,Seroresistant,Seroresistant_26,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#191_fa,MCAT13355SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2019,Single isolate,ERS14308129,Seroresistant,Seroresistant_263,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#154_fa,MCAT14360SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308283,Seroresistant,Seroresistant_62,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#129_fa,MCAT14085SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308175,Serosensitive,Serosensitive_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#160_fa,MCAT14364SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308285,Serosensitive,Serosensitive_28,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#303_fa,MCAT5173UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2011,Single isolate,ERS14747926,Serosensitive,Serosensitive_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#287_fa,MCAT5123UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2011,Single isolate,ERS14747921,Serosensitive,Serosensitive_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#260_fa,MCAT4075UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2010,Single isolate,ERS14747795,Seroresistant,Seroresistant_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#177_fa,MCAT5021UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2011,Single isolate,ERS14747894,Seroresistant,Seroresistant_76,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#280_fa,10B00861,Moraxella catarrhalis,Maela,Maela,Thailand,2010,Single isolate,ERS12119098,Serosensitive,Serosensitive_101,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#327_fa,MCAT5206UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2011,Single isolate,ERS14747934,Serosensitive,Serosensitive_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#33_fa,MCAT13274SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2019,Single isolate,ERS14308106,Seroresistant,Seroresistant_15,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#12_fa,MCAT4213UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2010,Single isolate,ERS14747831,Seroresistant,Seroresistant_59,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#43_fa,PCV-C-1161-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036169,Seroresistant,Seroresistant_66,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#334_fa,PCV-C-1782-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12119095,Seroresistant,Seroresistant_89,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#83_fa,MCAT13213SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2019,Single isolate,ERS14308091,Seroresistant,Seroresistant_88,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#263_fa,MCAT13041SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2019,Single isolate,ERS14308078,Seroresistant,Seroresistant_65,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#223_fa,09B09538_Mcat,Moraxella catarrhalis,Maela,Maela,Thailand,2009,Single isolate,ERS12035559,Seroresistant,Seroresistant_62,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#3_fa,MCAT3006UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2009,Single isolate,ERS14747726,Seroresistant,Seroresistant_169,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#65_fa,PCV-C-1347-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036143,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
46736_1#28_fa,MCAT14225SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308247,Seroresistant,Seroresistant_61,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#199_fa,MCAT3297UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2009,Single isolate,ERS14747776,Seroresistant,Seroresistant_244,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#143_fa,MCAT3258UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2009,Single isolate,ERS14747765,Seroresistant,Seroresistant_65,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#175_fa,MCAT14449SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308313,Serosensitive,Serosensitive_18,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#219_fa,PCV-C-0531-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035901,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
46736_1#276_fa,MCAT14466SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308318,Seroresistant,Seroresistant_51,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#237_fa,PCV-C-1029-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036324,Seroresistant,Seroresistant_145,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#307_fa,PCV-C-0275-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035925,Seroresistant,Seroresistant_18,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#347_fa,PCV-C-0759-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035938,Serosensitive,Serosensitive_109,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#18_fa,PCV-C-1385-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035773,Seroresistant,Seroresistant_146,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#243_fa,MCAT13423SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2019,Single isolate,ERS14308145,Seroresistant,Seroresistant_16,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#276_fa,PCV-C-0899-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035831,Seroresistant,Seroresistant_139,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#312_fa,PCV-C-1168-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036109,Seroresistant,Seroresistant_66,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#340_fa,PCV-C-0222-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036115,Seroresistant,Seroresistant_11,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
46736_1#331_fa,MCAT14164SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308231,Seroresistant,Seroresistant_60,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#29_fa,MCAT5275UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2011,Single isolate,ERS14747955,Seroresistant,Seroresistant_31,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#99_fa,MCAT3171UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2009,Single isolate,ERS14747724,Seroresistant,Seroresistant_232,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Present,Absent,Absent
46358_2#286_fa,10B06309,Moraxella catarrhalis,Maela,Maela,Thailand,2010,Single isolate,ERS12119110,Seroresistant,Seroresistant_283,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#93_fa,PCV-C-1763-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035871,Seroresistant,Seroresistant_290,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#181_fa,MCAT5052UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2011,Single isolate,ERS14747907,Serosensitive,Serosensitive_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#344_fa,PCV-C-0456-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036117,Seroresistant,Seroresistant_62,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#35_fa,MCAT13288SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2019,Single isolate,ERS14308114,Seroresistant,Seroresistant_134,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#61_fa,MCAT13205SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2019,Single isolate,ERS14308208,Seroresistant,Seroresistant_61,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
46358_2#80_fa,PCV-C-0939-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036263,Seroresistant,Seroresistant_182,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#257_fa,MCAT5058UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2011,Single isolate,ERS14747906,Seroresistant,Seroresistant_8,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#25_fa,MCAT13164SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2019,Single isolate,ERS14308199,Seroresistant,Seroresistant_50,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#51_fa,PCV-C-1381-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035855,Seroresistant,Seroresistant_78,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#212_fa,MCAT14387SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308296,Seroresistant,Seroresistant_39,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#67_fa,PCV-C-0479-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036229,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#362_fa,PCV-C-0155-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12119107,Seroresistant,Seroresistant_40,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#89_fa,09B00159_Mcat,Moraxella catarrhalis,Maela,Maela,Thailand,2009,Single isolate,ERS12035618,Serosensitive,Serosensitive_114,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#15_fa,PCV-C-0794-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036078,Seroresistant,Seroresistant_138,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#121_fa,10B03917_Mcat,Moraxella catarrhalis,Maela,Maela,Thailand,2010,Single isolate,ERS12035552,Seroresistant,Seroresistant_276,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent
47195_1#139_fa,MCAT3253UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2009,Single isolate,ERS14747763,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#317_fa,MCAT13102SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2019,Single isolate,ERS14308181,Seroresistant,Seroresistant_174,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#323_fa,MCAT13127SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2019,Single isolate,ERS14308186,Serosensitive,Serosensitive_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#377_fa,PCV-C-1228-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035764,Serosensitive,Serosensitive_117,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#380_fa,09B02922_Mcat,Moraxella catarrhalis,Maela,Maela,Thailand,2009,Single isolate,ERS13570293,Seroresistant,Seroresistant_180,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
47195_1#49_fa,MCAT5279UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2011,Single isolate,ERS14747958,Seroresistant,Seroresistant_50,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#331_fa,PCV-C-1365-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036365,Seroresistant,Seroresistant_114,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#86_fa,PCV-C-1532-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035774,Seroresistant,Seroresistant_264,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#178_fa,PCV-C-0341-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035807,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
46321_1#366_fa,10B06564_Mcat,Moraxella catarrhalis,Maela,Maela,Thailand,2010,Single isolate,ERS12035574,Serosensitive,Serosensitive_118,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#74_fa,MCAT4277UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2010,Single isolate,ERS14747849,Serosensitive,Serosensitive_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#70_fa,PCV-C-0493-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036246,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#314_fa,MCAT4129UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2010,Single isolate,ERS14747816,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#218_fa,PCV-C-0382-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12119077,Seroresistant,Seroresistant_284,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#347_fa,MCAT13149SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2019,Single isolate,ERS14308194,Seroresistant,Seroresistant_39,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#87_fa,PCV-C-0566-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035865,Seroresistant,Seroresistant_112,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent
46321_1#287_fa,PCV-C-1716-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035708,Seroresistant,Seroresistant_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#215_fa,09B03756_Mcat,Moraxella catarrhalis,Maela,Maela,Thailand,2009,Single isolate,ERS12035674,Seroresistant,Seroresistant_91,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
46321_2#258_fa,PCV-C-1311-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036620,Seroresistant,Seroresistant_78,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#259_fa,MCAT13032SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2019,Single isolate,ERS14308077,Seroresistant,Seroresistant_50,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#213_fa,PCV-C-0667-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035898,Seroresistant,Seroresistant_70,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#99_fa,MCAT14015SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308161,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#163_fa,MCAT3262UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2009,Single isolate,ERS14747767,Seroresistant,Seroresistant_18,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#355_fa,PCV-C-0631-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036369,Seroresistant,Seroresistant_8,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#202_fa,MCAT4389UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2010,Single isolate,ERS14747885,Seroresistant,Seroresistant_15,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#39_fa,MCAT13389SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2019,Single isolate,ERS14308136,Seroresistant,Seroresistant_9,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#61_fa,PCV-C-1432-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035859,Seroresistant,Seroresistant_28,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#280_fa,MCAT14468SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308321,Seroresistant,Seroresistant_61,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
