Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# Ns per 100 kbp
SAMEA4622727.assembly	311	75	49	38	27	17	1910631	1845751	1792990	1710965	1516383	1184130	106	112640	1867087	41.49	56223	33376	13	23	0.00
SAMEA4620393.assembly	42	21	11	9	7	7	1932595	1927571	1901417	1888885	1851729	1851729	23	435902	1928769	41.51	324799	200425	3	5	0.00
SAMEA5130876.assembly	38	23	7	7	6	6	1867357	1861418	1822347	1822347	1805955	1805955	27	673363	1864113	41.67	448429	278921	2	3	0.00
SAMEA4622418.assembly	34	15	8	5	5	5	1895393	1887891	1869932	1850093	1850093	1850093	20	656449	1891104	41.47	471653	358086	2	3	0.00
SAMEA4620394.assembly	34	20	8	7	7	7	1878360	1873242	1842131	1836397	1836397	1836397	24	460131	1875829	41.63	346261	227881	3	4	0.00
SAMEA4621058.assembly	8	6	5	4	4	4	1835814	1835410	1834101	1828368	1828368	1828368	6	1137073	1835410	41.64	1137073	347073	1	2	0.00
SAMEA4621127.assembly	24	14	7	6	5	5	1880670	1876609	1859689	1853955	1841055	1841055	18	678404	1879335	41.60	457629	348197	2	3	0.00
SAMEA4621569.assembly	11	7	6	5	5	5	1827042	1826221	1823675	1817942	1817942	1817942	7	1115971	1826221	41.70	1115971	348215	1	2	0.00
SAMEA4621188.assembly	7	6	5	4	4	4	1827397	1827115	1825888	1820155	1820155	1820155	6	1115649	1827115	41.70	1115649	348456	1	2	0.00
SAMEA4620517.assembly	25	19	10	8	7	7	1899136	1897456	1880080	1867651	1851269	1851269	20	687173	1898211	41.61	405837	209627	2	4	0.00
SAMEA4620502.assembly	22	12	7	6	6	6	1889139	1885936	1872104	1866370	1866370	1866370	14	702739	1887392	41.56	404526	348144	2	3	0.00
SAMEA4622560.assembly	41	18	12	9	8	6	2040102	2033827	2020021	2001868	1984108	1901226	22	522505	2036468	41.39	349856	301989	3	4	0.00
SAMEA4622701.assembly	17	13	10	8	7	7	1967622	1966674	1955630	1944823	1920284	1920284	13	726177	1966674	41.25	440563	346859	2	3	0.00
SAMEA4620274.assembly	39	19	11	7	7	6	1936227	1928385	1908871	1880312	1880312	1840488	25	656506	1932625	41.41	471152	357700	2	3	0.00
SAMEA4620276.assembly	27	12	7	6	5	5	1933657	1927357	1913199	1907466	1886184	1886184	16	716214	1930346	41.48	459996	353544	2	3	0.00
SAMEA5130750.assembly	39	18	14	13	10	9	1939475	1930327	1921354	1915220	1872544	1825909	27	450415	1936653	41.51	269332	142467	3	6	0.00
SAMEA4622257.assembly	10	7	7	6	6	6	1887221	1885790	1885790	1880057	1880057	1880057	8	663192	1886761	41.67	345755	222851	2	4	0.00
SAMEA5130791.assembly	37	15	8	7	5	5	1938686	1931209	1914731	1909095	1880245	1880245	18	706210	1933363	41.50	454914	362299	2	3	0.00
SAMEA4620722.assembly	42	27	13	10	9	7	2026631	2019436	1985421	1968306	1953573	1877481	33	449545	2024068	41.44	316498	191318	3	5	0.00
SAMEA5130804.assembly	12	10	6	5	5	5	1843310	1842809	1829201	1823467	1823467	1823467	10	656048	1842809	41.66	461805	347930	2	3	0.00
SAMEA4622294.assembly	36	18	10	9	8	8	1925576	1918174	1896757	1891024	1874330	1874330	23	481603	1922026	41.48	348132	228090	3	4	0.00
SAMEA5130843.assembly	35	20	11	9	8	7	1910612	1904579	1882381	1868018	1846930	1820392	23	663011	1907244	41.45	355287	209596	2	4	0.00
SAMEA5130812.assembly	37	15	8	7	5	5	1938685	1931209	1914730	1909094	1880245	1880245	18	706210	1933363	41.50	454914	362299	2	3	0.00
SAMEA5130770.assembly	15	12	9	8	8	8	1950880	1950190	1939966	1934233	1934233	1934233	12	466810	1950190	41.46	322464	197048	3	5	0.00
SAMEA4622335.assembly	26	15	11	9	8	8	1925129	1920761	1908177	1893287	1882429	1882429	19	466028	1923469	41.48	229301	209719	3	5	0.00
SAMEA5130773.assembly	27	19	10	7	7	7	1881796	1878504	1860850	1838065	1838065	1838065	22	462009	1880523	41.62	345752	227685	3	4	0.00
SAMEA5130795.assembly	39	20	11	7	7	6	2000581	1993157	1973058	1946687	1946687	1906984	27	723276	1997768	41.22	471472	357626	2	3	0.00
SAMEA4622320.assembly	33	16	8	7	6	5	1903405	1896913	1877747	1872013	1860920	1826107	19	653292	1899332	41.49	457358	347946	2	3	0.00
SAMEA5130871.assembly	34	17	12	11	8	8	1881679	1875442	1868973	1863338	1806763	1806763	20	653264	1877949	41.51	309132	229826	2	4	0.00
SAMEA4621319.assembly	32	18	11	8	8	6	1915863	1911672	1893163	1870921	1870921	1820088	20	660024	1912946	41.46	456888	353038	2	3	0.00
SAMEA5130845.assembly	32	15	10	9	6	6	1883303	1877091	1870622	1864987	1808412	1808412	18	653218	1879598	41.51	458403	229830	2	4	0.00
SAMEA4622248.assembly	20	12	9	7	7	7	1928537	1925272	1915771	1900881	1900881	1900881	15	479091	1927451	41.47	323437	209729	3	5	0.00
SAMEA5130891.assembly	57	24	14	9	8	8	1950707	1937916	1911276	1880066	1862378	1862378	33	471623	1944323	41.44	243585	176816	3	5	0.00
SAMEA5130893.assembly	30	17	10	8	7	6	1958777	1954825	1937788	1926964	1902407	1873555	20	719181	1956900	41.38	439392	348343	2	3	0.00
SAMEA5130783.assembly	20	13	7	6	5	5	1850864	1849051	1835410	1829777	1816156	1816156	14	654002	1849761	41.56	448232	356729	2	3	0.00
SAMEA4621056.assembly	31	16	12	10	9	7	2003453	1997801	1988653	1977537	1958324	1870176	21	450601	2001408	41.39	360699	182350	3	5	0.00
SAMEA5130909.assembly	44	22	15	11	10	8	2019351	2011378	1993823	1965352	1954757	1880510	27	465658	2015225	41.38	346327	170386	3	5	0.00
SAMEA5130825.assembly	24	17	13	11	9	8	2000064	1996572	1988623	1975595	1944502	1912448	19	643679	1998426	41.54	253103	183263	3	5	0.00
SAMEA4621499.assembly	21	15	7	6	6	5	1948277	1946631	1927970	1922293	1922293	1876908	16	708349	1947287	41.39	473055	347868	2	3	0.00
SAMEA4621588.assembly	36	16	8	6	6	6	1899613	1893042	1876039	1863964	1863964	1863964	21	690367	1896734	41.62	395934	356594	2	3	0.00
SAMEA4621441.assembly	22	12	7	6	6	6	1889165	1885961	1872129	1866395	1866395	1866395	14	702738	1887419	41.56	404536	348144	2	3	0.00
SAMEA4621456.assembly	22	16	11	9	8	6	1907453	1904560	1888687	1874324	1857926	1803296	19	663404	1906584	41.45	456094	209678	2	4	0.00
SAMEA4621487.assembly	45	27	14	11	9	7	1933495	1927643	1896456	1874638	1837696	1754304	31	686835	1930705	41.43	465254	169221	2	4	0.00
SAMEA4621558.assembly	21	13	11	10	9	8	1890787	1888076	1883278	1877544	1863127	1827457	14	455023	1888827	41.50	349799	227625	3	4	0.00
SAMEA4621527.assembly	38	20	12	9	7	7	1927548	1921411	1904767	1880829	1857980	1857980	24	459680	1924260	41.61	346181	210927	3	5	0.00
SAMEA4621595.assembly	25	19	9	8	8	6	1974700	1972699	1949159	1943790	1943790	1859603	20	611188	1973326	41.44	445370	222938	2	4	0.00
SAMEA4621605.assembly	7	6	5	4	4	4	1835972	1835690	1834382	1828708	1828708	1828708	6	1137329	1835690	41.64	1137329	347088	1	2	0.00
SAMEA4621485.assembly	28	15	11	9	7	7	1899312	1894736	1883842	1871417	1834845	1834845	20	441143	1897660	41.61	331737	180259	3	5	0.00
SAMEA4621362.assembly	32	21	11	10	10	8	2026367	2022222	1995688	1990260	1990260	1921759	23	444511	2023986	41.44	369765	200893	3	5	0.00
SAMEA4621608.assembly	32	18	11	8	7	7	1859658	1856010	1838301	1816981	1792471	1792471	19	463922	1856591	41.54	346277	196480	3	4	0.00
SAMEA4621586.assembly	21	13	8	7	7	7	1899244	1895828	1880729	1874996	1874996	1874996	16	487371	1897958	41.54	464194	228075	2	4	0.00
SAMEA4621521.assembly	34	16	11	9	9	9	1923476	1914955	1901603	1886219	1886219	1886219	23	459659	1920502	41.66	231822	158362	3	6	0.00
SAMEA4621596.assembly	21	13	7	6	6	6	1898543	1895878	1877395	1871662	1871662	1871662	14	463230	1896668	41.50	358452	231803	3	4	0.00
SAMEA4621619.assembly	21	12	8	7	6	6	1878613	1877301	1864941	1859307	1834769	1834769	12	686501	1877301	41.73	442108	348875	2	3	0.00
SAMEA4621429.assembly	20	15	8	7	7	7	1837344	1835590	1812967	1807234	1807234	1807234	17	464608	1836760	41.66	347185	227845	3	4	0.00
SAMEA4621561.assembly	42	19	11	7	7	7	1894565	1885597	1866558	1840277	1840277	1840277	28	656328	1891390	41.46	472037	357612	2	3	0.00
SAMEA4621543.assembly	50	25	13	12	9	8	1967089	1957669	1925762	1918120	1870481	1826696	33	471949	1963444	41.45	218382	174246	3	6	0.00
SAMEA4620796.assembly	32	16	8	7	6	6	1927410	1920962	1901778	1896045	1879351	1879351	20	715371	1924251	41.46	404227	348124	2	3	0.00
SAMEA4621537.assembly	52	24	12	11	7	6	1938325	1929979	1901179	1896095	1816816	1780281	28	626517	1933302	41.42	361411	245558	2	4	0.00
SAMEA4621462.assembly	35	16	7	5	5	5	1899729	1894150	1876135	1864060	1864060	1864060	20	690400	1896850	41.62	470183	356594	2	3	0.00
SAMEA4621556.assembly	44	24	13	11	10	8	1965632	1957703	1931867	1915458	1897709	1818747	31	398697	1962533	41.40	261693	217780	3	5	0.00
SAMEA4620716.assembly	31	18	7	5	5	5	1876984	1872685	1850400	1837927	1837927	1837927	20	681014	1874180	41.61	460560	346352	2	3	0.00
SAMEA4620797.assembly	21	13	9	8	8	7	1925962	1923518	1913263	1907530	1907530	1882041	14	460169	1924153	41.52	335541	193484	3	5	0.00
SAMEA4620788.assembly	12	10	6	5	5	5	1841044	1840315	1826729	1820996	1820996	1820996	10	654210	1840315	41.62	462203	349181	2	3	0.00
SAMEA4621642.assembly	24	16	10	8	8	7	1851664	1847729	1830596	1816206	1816206	1790927	20	432547	1850424	41.64	353016	231622	3	4	0.00
SAMEA4621582.assembly	7	6	5	4	4	4	1827191	1826909	1825601	1819868	1819868	1819868	6	1115620	1826909	41.70	1115620	348214	1	2	0.00
SAMEA4621519.assembly	15	11	8	6	6	6	1836869	1835270	1826233	1812527	1812527	1812527	12	646364	1836261	41.69	468585	348835	2	3	0.00
SAMEA4621578.assembly	42	27	9	9	8	7	1868223	1863097	1818589	1818589	1794671	1760648	30	673363	1864801	41.67	385753	173064	2	4	0.00
SAMEA4621590.assembly	27	15	8	7	7	7	1924918	1920878	1904168	1898435	1898435	1898435	18	451732	1922570	41.52	335682	207825	3	5	0.00
SAMEA4621305.assembly	26	15	7	6	5	5	1880514	1876136	1856603	1850869	1833680	1833680	19	680256	1878849	41.55	460836	347992	2	3	0.00
SAMEA4621606.assembly	19	11	10	9	9	8	1935886	1932900	1929365	1923633	1923633	1893598	13	692220	1934691	41.55	352023	179705	2	4	0.00
SAMEA4620791.assembly	10	8	7	6	6	6	1892417	1891385	1890101	1884367	1884367	1884367	9	654840	1892136	41.50	454994	349774	2	3	0.00
SAMEA4621513.assembly	7	6	5	4	4	4	1825589	1825307	1823999	1818266	1818266	1818266	6	1115063	1825307	41.69	1115063	347779	1	2	0.00
SAMEA4621440.assembly	33	17	9	8	8	6	1972692	1968337	1948737	1943003	1943003	1867468	19	703762	1970039	41.37	462048	218700	2	4	0.00
SAMEA4620799.assembly	27	16	8	7	6	6	1880910	1877240	1859138	1853404	1840441	1840441	18	678402	1878622	41.59	457653	348197	2	3	0.00
SAMEA4621597.assembly	38	19	9	8	7	6	1954134	1948357	1921109	1915448	1892075	1865256	21	488121	1949925	41.39	348192	231571	3	4	0.00
SAMEA4622461.assembly	13	9	8	7	6	5	1825801	1824974	1822637	1816921	1792352	1764021	9	1061903	1824974	41.70	1061903	348440	1	2	0.00
SAMEA4621512.assembly	21	15	11	9	9	7	1908037	1905896	1891182	1876819	1876819	1822188	16	456025	1906647	41.45	355031	229296	3	4	0.00
SAMEA4621535.assembly	40	18	9	8	8	7	1898986	1892696	1872111	1866378	1866378	1830891	21	656864	1895285	41.52	462048	177418	2	4	0.00
SAMEA4621621.assembly	15	11	8	7	7	7	1907670	1905971	1897743	1892021	1892021	1892021	13	467453	1907214	41.49	318299	210246	3	5	0.00
SAMEA4621631.assembly	35	17	11	9	7	6	1903438	1895763	1882932	1871534	1842387	1806067	21	654641	1899281	41.48	454255	230087	2	4	0.00
SAMEA4620792.assembly	27	16	12	10	9	5	2002965	1998991	1990061	1976921	1959163	1825104	18	806722	2000250	41.44	354626	230530	2	4	0.00
SAMEA4620801.assembly	24	15	9	7	6	5	1979418	1975011	1962097	1948432	1926887	1893873	20	831274	1978359	41.38	377867	310871	2	3	0.00
SAMEA4620837.assembly	33	15	7	6	6	6	1873219	1867400	1848867	1843133	1843133	1843133	19	457509	1870437	41.62	347586	228009	3	4	0.00
SAMEA4620880.assembly	32	22	12	11	11	9	1972901	1969475	1945777	1940348	1940348	1855873	24	611215	1971086	41.43	260551	167027	3	5	0.00
SAMEA4621589.assembly	19	12	6	5	5	5	1899033	1896677	1880757	1875024	1875024	1875024	13	688010	1897467	41.50	463046	358453	2	3	0.00
SAMEA4621547.assembly	33	17	9	8	8	6	1972602	1968247	1948647	1942913	1942913	1867379	19	703761	1969949	41.37	461961	218700	2	4	0.00
SAMEA4621644.assembly	45	20	13	11	10	8	1922178	1912910	1893310	1879788	1863361	1790094	28	438687	1918306	41.48	324744	170558	3	5	0.00
SAMEA4621625.assembly	26	14	8	6	6	5	1878188	1874221	1859746	1848010	1848010	1820496	17	652354	1876171	41.56	450851	349608	2	3	0.00
SAMEA4620866.assembly	38	20	12	11	10	8	1972046	1966784	1944945	1939211	1928894	1853359	23	461992	1969006	41.37	284910	220003	3	5	0.00
SAMEA4621613.assembly	53	15	12	11	9	9	1895165	1883224	1878799	1873065	1837532	1837532	20	455446	1887308	41.54	237767	177792	3	6	0.00
SAMEA4620844.assembly	25	17	10	8	8	5	1984814	1982294	1964940	1950968	1950968	1858557	18	700232	1983045	41.46	455721	355056	2	3	0.00
SAMEA4620836.assembly	32	15	10	9	6	6	1881984	1875772	1869303	1863668	1807093	1807093	18	653235	1878279	41.51	457087	229826	2	4	0.00
SAMEA4621528.assembly	25	17	11	9	8	7	1877171	1875075	1857261	1846402	1821925	1794021	17	452577	1875075	41.64	354290	231687	3	4	0.00
SAMEA4620849.assembly	53	24	14	10	10	7	1976585	1963234	1935674	1906711	1906711	1781613	36	619643	1972669	41.52	283586	157948	3	5	0.00
SAMEA4621634.assembly	41	20	7	7	7	6	1932980	1927932	1896218	1896218	1896218	1861563	23	697221	1929883	41.40	464137	218741	2	4	0.00
SAMEA4622479.assembly	32	15	12	9	9	9	1945611	1939993	1929943	1910735	1910735	1910735	18	655061	1942297	41.52	455917	167538	2	4	0.00
SAMEA4620845.assembly	12	9	6	5	5	5	1837407	1837034	1827004	1821271	1821271	1821271	9	646346	1837034	41.68	468259	348875	2	3	0.00
SAMEA4621592.assembly	61	31	18	12	9	9	2021444	2010541	1983447	1944701	1898153	1898153	40	351475	2016280	41.36	222243	170609	4	6	0.00
SAMEA4620853.assembly	27	15	9	7	6	6	1882513	1877977	1864932	1852278	1839943	1839943	18	676460	1880212	41.57	409469	353984	2	3	0.00
SAMEA4620854.assembly	25	13	7	6	5	5	1905691	1902465	1888459	1882727	1870305	1870305	15	688891	1903622	41.59	478529	356285	2	3	0.00
SAMEA4620855.assembly	26	15	8	6	6	6	1898551	1894951	1879270	1865747	1865747	1865747	17	676033	1896250	41.46	477758	357581	2	3	0.00
SAMEA4622482.assembly	42	19	13	10	9	8	1919521	1911988	1897203	1875270	1860607	1828951	23	460924	1914688	41.47	322253	210040	3	5	0.00
SAMEA4622459.assembly	39	22	16	15	11	8	1958408	1951845	1940522	1935082	1877249	1769971	26	673135	1955118	41.49	308130	117251	2	5	0.00
SAMEA4621529.assembly	24	17	10	7	7	7	1904106	1901297	1884729	1864260	1864260	1864260	20	455724	1903154	41.59	356418	231993	3	4	0.00
SAMEA4621648.assembly	13	8	7	5	5	5	1829680	1828545	1825968	1812009	1812009	1812009	8	1048976	1828545	41.69	1048976	347969	1	2	0.00
SAMEA4622435.assembly	57	26	19	14	13	10	1893044	1878221	1857577	1822896	1810574	1692316	39	520746	1887720	41.46	169390	91302	3	6	0.00
SAMEA4621638.assembly	21	10	7	6	6	6	1858774	1854143	1844191	1838458	1838458	1838458	14	683252	1857430	41.60	465538	285095	2	3	0.00
SAMEA4622454.assembly	17	12	9	7	6	6	1909235	1908028	1896990	1883183	1858635	1858635	12	726178	1908028	41.45	440554	346859	2	3	0.00
SAMEA4622475.assembly	31	18	11	9	8	7	1961497	1957857	1942464	1927695	1903156	1875726	19	485250	1958560	41.36	288139	230256	3	5	0.00
SAMEA4622425.assembly	36	14	10	6	6	6	1885569	1878210	1867851	1841674	1841674	1841674	20	678644	1882109	41.60	457530	286142	2	3	0.00
SAMEA4621568.assembly	38	21	6	6	6	6	1868052	1861573	1823581	1823581	1823581	1823581	26	671362	1864779	41.68	448382	348660	2	3	0.00
SAMEA4622494.assembly	30	14	10	9	9	9	1931010	1924869	1911448	1905715	1905715	1905715	18	488117	1927897	41.50	244098	178740	3	5	0.00
SAMEA4621633.assembly	39	17	11	10	8	8	1891679	1882064	1868744	1863010	1827448	1827448	26	455494	1888131	41.55	241775	195560	3	5	0.00
SAMEA4622434.assembly	19	10	9	8	7	6	1923525	1919931	1918647	1913012	1896617	1847716	12	693731	1921679	41.55	456784	230414	2	4	0.00
SAMEA4622432.assembly	49	20	7	7	7	6	1926333	1915595	1883209	1883209	1883209	1843507	28	652897	1920888	41.49	469080	358309	2	3	0.00
SAMEA4622523.assembly	25	18	14	11	10	8	1839884	1837690	1823576	1801056	1777007	1708668	19	424944	1838589	41.63	243694	167317	3	5	0.00
SAMEA4622527.assembly	36	15	9	6	6	6	1879036	1874696	1858776	1839767	1839767	1839767	15	679705	1874696	41.71	464761	348367	2	3	0.00
SAMEA4622897.assembly	37	20	9	7	6	6	1838843	1832834	1806790	1795052	1774317	1774317	24	436694	1835769	41.55	348275	228057	3	4	0.00
SAMEA4622429.assembly	11	7	5	4	4	4	1887024	1885801	1883074	1877341	1877341	1877341	8	1172519	1886349	41.44	1172519	356627	1	2	0.00
SAMEA4622902.assembly	22	15	9	6	6	5	1893274	1890671	1876665	1856057	1856057	1820455	16	658309	1891487	41.49	455913	349577	2	3	0.00
SAMEA4621616.assembly	31	16	8	5	5	5	1850791	1845227	1827383	1806630	1806630	1806630	20	694952	1848179	41.53	458683	359538	2	3	0.00
SAMEA4621641.assembly	35	18	8	7	7	6	1891916	1886648	1860494	1854993	1854993	1819349	20	462527	1888343	41.51	347391	229027	3	4	0.00
SAMEA4622844.assembly	17	11	5	5	5	5	1922840	1921022	1903911	1903911	1903911	1903911	12	736133	1921586	41.65	463551	347442	2	3	0.00
SAMEA4622433.assembly	46	18	7	6	6	6	1886182	1876343	1848555	1843054	1843054	1843054	25	652476	1880735	41.53	469068	358301	2	3	0.00
SAMEA4622525.assembly	19	15	11	10	9	8	1938177	1937284	1925251	1919518	1895465	1867675	15	413789	1937284	41.47	320826	197218	3	5	0.00
SAMEA4622478.assembly	37	17	9	8	7	7	1928766	1920265	1898843	1893110	1877522	1877522	23	481508	1924850	41.47	348457	228076	3	4	0.00
SAMEA4622910.assembly	35	15	7	5	5	5	1899619	1893048	1876045	1863970	1863970	1863970	20	690368	1896740	41.62	470114	356594	2	3	0.00
SAMEA4622854.assembly	47	23	12	10	9	8	1907137	1899880	1876154	1862609	1838250	1802652	28	658933	1903650	41.52	440480	169172	2	4	0.00
SAMEA4622874.assembly	22	12	7	6	6	6	1864915	1861598	1847757	1842024	1842024	1842024	14	457136	1863274	41.68	346501	239933	3	4	0.00
SAMEA4622894.assembly	24	14	9	8	6	6	1845064	1842224	1829516	1823783	1788475	1788475	15	438092	1843077	41.61	347769	284516	3	4	0.00
SAMEA4621632.assembly	35	17	11	9	8	7	1925654	1919296	1903127	1888336	1874605	1836037	21	470915	1922222	41.47	323438	175868	3	5	0.00
SAMEA4622822.assembly	14	11	7	6	6	5	1877926	1877382	1864539	1858806	1858806	1819103	11	644337	1877382	41.63	468943	348343	2	3	0.00
SAMEA4622493.assembly	27	17	10	8	8	7	1960776	1956983	1938605	1925749	1925749	1886046	20	468831	1959213	41.42	322084	210031	3	5	0.00
SAMEA4622951.assembly	40	17	10	8	6	6	1908043	1899036	1880259	1865899	1830104	1830104	23	655719	1903477	41.47	459625	219936	2	4	0.00
SAMEA4622812.assembly	26	17	11	9	8	7	1876780	1874579	1856720	1845861	1821384	1793628	17	452178	1874579	41.64	354293	231687	3	4	0.00
SAMEA4622926.assembly	13	11	9	7	6	6	1893507	1893123	1890149	1879258	1866087	1866087	11	663139	1893123	41.64	345336	222292	2	4	0.00
SAMEA4622524.assembly	35	17	10	9	8	8	1925915	1918517	1900618	1894885	1878191	1878191	22	485468	1922369	41.47	348124	228089	3	4	0.00
SAMEA4622477.assembly	29	14	9	7	6	5	1894647	1888247	1876211	1864813	1852053	1816451	19	653474	1892311	41.48	455854	349431	2	3	0.00
SAMEA4622518.assembly	36	18	10	9	8	8	1925765	1918367	1896942	1891209	1874515	1874515	23	481725	1922220	41.48	348124	228089	3	4	0.00
SAMEA4622559.assembly	36	14	10	6	6	6	1885568	1878209	1867850	1841673	1841673	1841673	20	678643	1882108	41.60	457530	286142	2	3	0.00
SAMEA4622458.assembly	13	10	9	7	7	6	1835506	1834558	1833285	1817953	1817953	1776804	11	908939	1835121	41.64	295066	227858	2	3	0.00
SAMEA4622504.assembly	27	14	10	8	8	7	1877595	1873475	1863846	1852110	1852110	1824596	17	450835	1875425	41.56	349608	227864	3	4	0.00
SAMEA4622526.assembly	24	17	8	7	6	5	1867156	1865050	1844781	1839060	1826052	1799235	18	672976	1865614	41.67	422942	348858	2	3	0.00
SAMEA4622448.assembly	19	12	9	7	7	7	1877843	1876538	1865296	1851906	1851906	1851906	12	686501	1876538	41.74	469509	158298	2	4	0.00
SAMEA4622865.assembly	42	24	16	11	9	5	2033990	2025888	2005040	1977188	1952298	1812677	31	617251	2031656	41.38	467398	220420	2	4	0.00
SAMEA4622548.assembly	20	13	7	6	6	6	1898979	1896520	1880806	1875073	1875073	1875073	14	688010	1897310	41.49	463102	358433	2	3	0.00
SAMEA4622966.assembly	11	7	5	4	4	4	1886917	1885694	1882967	1877234	1877234	1877234	8	1172532	1886242	41.44	1172532	356504	1	2	0.00
SAMEA4622557.assembly	47	19	8	7	7	6	1925882	1916044	1888257	1882756	1882756	1843054	26	652477	1920436	41.49	469060	358293	2	3	0.00
SAMEA4622920.assembly	39	20	11	9	8	7	1906615	1900784	1877705	1864160	1839365	1803767	23	658934	1903267	41.51	440189	169178	2	4	0.00
SAMEA4622422.assembly	29	14	10	9	9	7	2003496	1997844	1988696	1982963	1982963	1894814	19	475233	2001451	41.39	360699	182350	3	5	0.00
SAMEA4622556.assembly	27	16	11	9	9	8	1937275	1933032	1917542	1902652	1902652	1866527	19	478172	1935212	41.46	229300	188774	3	5	0.00
SAMEA4622993.assembly	19	12	9	7	7	7	1837752	1836447	1825205	1811815	1811815	1811815	12	646322	1836447	41.70	469558	158298	2	4	0.00
SAMEA4621659.assembly	23	17	10	9	8	8	1836121	1833459	1810873	1805140	1788753	1788753	20	463615	1835482	41.66	277485	227845	3	4	0.00
SAMEA4621672.assembly	28	19	12	10	8	8	1876252	1874051	1854964	1844105	1803304	1803304	19	452978	1874051	41.64	284638	167278	3	5	0.00
SAMEA4622460.assembly	40	26	13	11	7	6	1972691	1967864	1941057	1928290	1856482	1809824	29	656544	1969991	41.43	361141	210890	2	4	0.00
SAMEA4622561.assembly	27	19	12	10	9	9	1947700	1945850	1923280	1909684	1885717	1885717	19	442521	1945850	41.47	246129	158502	3	6	0.00
SAMEA4622912.assembly	42	22	11	10	9	8	1906595	1900295	1876624	1870891	1854506	1818908	26	658933	1903435	41.52	466843	177798	2	4	0.00
SAMEA4622514.assembly	20	15	11	10	8	8	1867424	1865665	1855113	1849380	1812114	1812114	17	459917	1866854	41.63	284573	174793	3	5	0.00
SAMEA4623000.assembly	19	15	11	10	10	9	1838453	1837619	1826316	1820682	1820682	1786642	15	646321	1837619	41.69	469548	139879	2	4	0.00
SAMEA4622510.assembly	25	13	7	6	5	5	1905758	1902532	1888526	1882794	1870373	1870373	15	688890	1903689	41.59	478560	356285	2	3	0.00
