Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# Ns per 100 kbp
46472_2#274	47	17	11	9	9	7	1855342	1846319	1836110	1820033	1820033	1753230	20	508594	1848521	37.97	466964	133551	2	4	0.00
46371_4#52	905	832	469	260	109	56	15933818	15901719	14867949	13384932	11102559	9310383	865	779282	15925111	37.49	89605	16947	37	151	0.00
46321_2#103	23	12	9	8	8	7	1813802	1811287	1802534	1794231	1794231	1766572	13	649206	1811809	37.99	393758	359707	2	3	0.00
46371_4#354	5684	4807	594	260	45	5	15406475	14911455	7318876	4933612	1633511	324952	5326	84278	15316910	43.60	4524	1745	666	2143	0.00
46472_2#255	69	27	13	12	8	7	2105910	2091557	2056232	2050970	1990429	1949806	36	619570	2097743	41.24	313074	164592	3	5	0.00
46472_2#26	35	16	13	9	8	8	1894968	1887493	1878465	1852951	1835062	1835062	22	461641	1892093	41.51	284650	167499	3	5	0.00
46472_2#280	35	13	11	10	9	7	1813910	1807916	1805681	1795963	1785731	1727006	15	606101	1809325	37.78	382920	146875	2	4	0.00
46472_2#278	47	17	13	12	10	7	1908303	1899106	1889761	1881346	1858032	1748642	24	683528	1903221	38.00	310982	165361	2	5	0.00
46371_4#352	4261	1934	259	136	48	22	8638529	7664117	4670911	3808938	2497412	1583445	2800	135939	8281217	42.30	7997	1817	174	822	0.00
46371_4#72	138	79	58	51	37	28	8516211	8500358	8449358	8397407	8181306	7863629	84	3107827	8504505	36.06	558922	166159	3	11	0.00
46472_2#285	29	10	8	8	8	7	1878688	1874224	1871745	1871745	1871745	1838329	11	1028793	1874879	38.01	1028793	147882	1	3	0.00
46472_2#287	23	15	7	6	6	6	1854327	1852400	1830551	1824818	1824818	1824818	15	463627	1852400	41.57	358837	227797	3	4	0.00
46472_2#308	32	15	8	7	6	5	1892477	1885884	1866424	1860690	1849709	1814902	19	652185	1888714	41.51	458792	347921	2	3	0.00
46321_2#138	39	18	15	15	12	11	1771234	1763938	1753442	1753442	1704782	1676922	21	300250	1766081	37.94	179595	110906	4	7	0.00
46472_2#30	46	21	12	12	12	9	1876965	1868910	1846698	1846698	1846698	1746272	25	525981	1871996	38.05	244770	138050	3	6	0.00
46472_2#306	34	16	8	6	6	6	1942224	1935312	1916218	1904513	1904513	1904513	20	684620	1938227	41.46	464723	348743	2	3	0.00
46472_2#273	30	17	10	8	7	7	1898117	1893453	1876999	1865802	1849361	1849361	20	692313	1895749	41.58	463455	289132	2	3	0.00
46371_4#338	3669	2433	397	207	67	20	10971756	10348260	6686898	5370778	3184352	1599519	3053	143041	10820984	43.55	9739	2272	212	829	0.00
46472_2#283	32	16	9	7	6	6	1930029	1923693	1901133	1890131	1865843	1865843	20	490006	1926890	41.51	353031	231626	3	4	0.00
46472_2#277	59	26	10	9	6	5	1946130	1933402	1896471	1891209	1840906	1794253	33	787785	1938426	41.48	357319	312615	2	3	0.00
46472_2#282	29	15	11	9	8	7	1871785	1866503	1851409	1840427	1824003	1789049	19	453663	1869384	41.55	277955	219553	3	5	0.00
46472_2#248	54	27	12	10	10	9	1941032	1932459	1899868	1888147	1888147	1848600	31	453043	1935655	41.54	227795	158405	3	6	0.00
46472_2#22	35	19	10	9	9	8	1934088	1926918	1902440	1896723	1896723	1847734	24	471814	1930839	41.51	284667	158401	3	5	0.00
46472_2#256	32	16	9	8	7	7	1859492	1854516	1833310	1827576	1811761	1811761	19	462445	1856399	41.51	365428	228053	3	4	0.00
46321_2#14	36	15	8	7	6	5	1905900	1898111	1881915	1876182	1863317	1828279	19	654312	1901339	41.47	459445	347515	2	3	0.00
46472_2#276	33	18	11	9	9	8	1890173	1886501	1871680	1860044	1860044	1823444	18	655915	1886501	41.49	460823	167523	2	4	0.00
46472_2#288	39	20	9	7	7	7	1876753	1868869	1842453	1827059	1827059	1827059	26	454931	1873162	41.42	357545	208530	3	4	0.00
46472_2#312	39	21	15	9	8	6	1986044	1978201	1964541	1924849	1913981	1837686	27	461079	1982569	41.39	351333	216870	3	5	0.00
46371_4#86	4816	487	72	53	27	14	4363816	2985824	2309165	2177912	1706203	1233138	1331	210138	3568700	40.09	22982	1584	31	238	0.00
46472_2#28	55	28	20	18	12	10	1968943	1959228	1942486	1924272	1829281	1774841	35	578732	1963712	38.13	202692	107257	3	6	0.00
46472_2#305	36	19	10	7	7	7	1862014	1856001	1833533	1813952	1813952	1813952	24	458732	1859418	41.51	286414	222211	3	5	0.00
46371_4#68	63	33	24	22	22	17	3734636	3724258	3703039	3687565	3687565	3524269	40	556227	3728801	39.89	346143	132709	5	10	0.00
46371_4#359	1233	375	238	194	98	43	8022349	7758457	7470240	7138066	5639260	3707935	524	300267	7866316	40.31	45808	21568	48	110	0.00
46472_2#307	36	19	9	7	7	7	1848187	1842102	1813257	1797863	1797863	1797863	24	454801	1845544	41.51	358448	228058	3	4	0.00
46472_2#281	31	18	14	11	10	7	1920706	1915604	1910147	1887782	1874608	1777798	23	821865	1919061	38.08	382476	142796	2	4	0.00
46321_2#137	46	23	12	11	9	7	1869432	1861145	1839390	1830122	1795325	1741585	28	586442	1865596	38.14	401914	120263	2	4	0.00
46472_2#284	37	16	13	11	11	8	1820888	1814194	1809583	1791344	1791344	1684393	20	587332	1817350	37.84	270400	141717	3	5	0.00
46472_2#339	42	18	12	11	9	6	1866458	1860249	1843496	1835086	1803550	1707387	19	795300	1861247	37.88	287583	203091	2	4	0.00
46472_2#346	40	21	13	10	10	9	1965641	1958315	1934609	1918352	1918352	1878624	26	455273	1961507	41.38	240786	199692	3	5	0.00
46472_2#286	49	23	13	13	10	8	1897480	1887562	1864155	1864155	1807232	1752861	30	556067	1893246	38.03	415458	119330	2	5	0.00
46472_2#316	40	19	11	10	9	8	1938152	1929232	1905819	1900086	1880486	1832425	26	454723	1934746	41.51	227873	174921	3	6	0.00
46472_2#313	32	17	8	6	6	6	1881922	1877452	1856614	1845423	1845423	1845423	19	460648	1878852	41.60	346227	229274	3	4	0.00
46472_2#317	16	11	7	6	6	6	1853657	1852646	1836619	1830885	1830885	1830885	11	461966	1852646	41.65	354287	227676	3	4	0.00
46472_2#314	30	12	10	10	9	7	1864571	1858541	1856306	1856306	1846074	1787327	15	587950	1860649	37.81	272868	147618	3	5	0.00
46472_2#319	32	21	14	13	11	10	1764967	1762208	1745785	1738315	1703961	1676375	22	402678	1763001	37.95	215279	111054	3	6	0.00
46472_2#310	37	20	15	15	13	11	1815255	1809569	1799478	1799478	1765179	1708825	24	526139	1812557	37.98	140555	111295	4	7	0.00
46321_2#107	33	19	7	6	6	6	1838879	1833007	1799141	1793506	1793506	1793506	25	454789	1837011	41.53	348333	235443	3	4	0.00
46472_2#318	40	19	12	9	8	8	1955084	1949630	1932978	1915648	1897087	1897087	22	460314	1951638	41.39	357679	167511	3	5	0.00
46472_2#279	30	15	15	12	11	9	2050737	2043870	2043870	2023628	2010021	1922018	20	591225	2047760	43.72	233785	134131	3	6	0.00
46472_2#309	36	20	9	7	7	5	1872163	1867023	1846533	1834717	1834717	1780964	24	681842	1869599	41.65	406015	346200	2	3	0.00
46472_2#338	57	24	17	15	12	9	1891000	1880116	1861940	1846802	1797179	1696678	30	611558	1884305	38.13	375387	111263	2	5	0.00
46371_4#92	65	20	15	12	11	8	1828065	1816773	1809143	1784887	1763234	1676233	25	589836	1819829	38.02	276856	115837	3	5	0.00
46472_2#315	34	24	16	13	13	10	1845587	1842782	1827461	1803775	1803775	1701591	25	407699	1843429	37.92	230783	138736	3	6	0.00
46472_2#344	29	16	8	7	7	7	1831457	1827163	1808068	1802335	1802335	1802335	19	457705	1828966	41.62	346554	229198	3	4	0.00
46472_2#340	32	16	8	7	6	5	1900133	1893663	1874601	1868868	1857715	1822731	19	650407	1896144	41.50	456852	347860	2	3	0.00
46472_2#348	42	19	12	10	8	8	1894434	1885744	1863578	1852516	1824571	1824571	26	454660	1890625	41.50	241778	196485	3	5	0.00
46472_2#342	46	18	11	8	8	8	1963809	1953362	1936069	1917973	1917973	1917973	24	458755	1958263	41.49	347793	210905	3	5	0.00
46321_2#158	51	28	14	11	10	9	1988393	1980518	1938553	1920831	1899036	1871350	32	461837	1983737	41.45	238609	158387	3	6	0.00
46371_4#337	51	32	24	20	16	14	2237903	2232671	2212499	2180529	2114317	2038939	35	408016	2234967	41.25	222205	62863	4	8	0.00
46371_4#3	527	243	122	82	32	9	3030517	2877614	2608530	2313268	1536584	744478	427	170907	3003806	39.15	26034	11347	31	77	0.00
46472_2#311	38	20	9	7	7	7	1846892	1840297	1813409	1802537	1802537	1802537	25	453982	1843994	41.51	286578	209835	3	5	0.00
46472_2#32	67	36	18	18	14	12	1992768	1983331	1940086	1940086	1876250	1817906	40	562344	1986153	38.23	124071	97023	4	9	0.00
46472_2#341	42	20	12	9	6	6	1996306	1989358	1972832	1955581	1909192	1909192	25	859359	1992366	41.32	315663	220859	2	4	0.00
46472_2#349	22	16	9	8	8	8	1950635	1949560	1932705	1926972	1926972	1926972	16	441169	1949560	41.47	326272	183588	3	5	0.00
46472_2#345	36	13	10	9	8	6	1850887	1845772	1841261	1833716	1818458	1763925	13	582846	1845772	38.01	486897	363354	2	3	0.00
46472_2#347	47	23	17	15	12	10	1810228	1804224	1791618	1780978	1722353	1667756	24	526233	1804953	37.97	221180	111290	3	6	0.00
46472_2#337	16	12	9	8	8	5	1849183	1848117	1841610	1831668	1831668	1740464	12	1193107	1848117	37.98	1193107	201914	1	2	0.00
46472_2#368	29	8	8	7	7	6	1797871	1790770	1790770	1782864	1782864	1755147	13	580992	1794692	37.87	450997	365418	2	3	0.00
46321_2#106	54	28	21	17	15	13	1798330	1791665	1775790	1744253	1696834	1641235	31	313469	1793846	37.91	132731	97918	5	9	0.00
46472_2#369	16	11	7	6	6	6	1847474	1846612	1833017	1827283	1827283	1827283	11	660449	1846612	41.65	461545	348110	2	3	0.00
46472_2#350	64	23	12	12	10	7	1884317	1872073	1849040	1849040	1823329	1729140	26	586271	1874594	37.82	274914	141335	3	5	0.00
46472_2#52	31	17	9	6	6	6	1849222	1843536	1825675	1808209	1808209	1808209	23	458185	1847539	41.53	361589	232391	3	4	0.00
46472_2#50	39	13	11	10	8	7	1777731	1770428	1767776	1759387	1723444	1695929	17	552033	1773432	37.90	381071	136830	2	4	0.00
46472_2#367	26	13	10	10	9	6	1882294	1877718	1872348	1872348	1859168	1753588	17	821804	1880190	38.01	434283	181912	2	3	0.00
46472_2#54	48	28	17	15	14	10	1927990	1919631	1890901	1880704	1859499	1734331	33	543825	1923747	38.11	144302	108652	3	7	0.00
46371_4#362	4791	3237	417	175	60	25	13188681	12281813	6849840	5207140	3428164	2196327	4201	185852	13042867	43.03	5633	1972	355	1399	0.00
46371_4#90	44	25	17	13	10	8	1961356	1953528	1930181	1905067	1859709	1783032	32	463380	1958328	41.55	227812	164541	3	6	0.00
46371_4#336	17	12	8	7	7	7	1927763	1926513	1912765	1907095	1907095	1907095	12	513752	1926513	41.46	453065	229131	2	4	0.00
46472_2#374	49	29	23	20	18	13	1964177	1958691	1947834	1925297	1882263	1695847	31	399424	1960193	38.10	163978	66153	4	9	0.00
46321_2#15	44	24	14	14	12	9	1929027	1921996	1901577	1901577	1866184	1780709	31	547947	1926201	37.99	230684	121161	3	6	0.00
46371_4#313	893	557	267	188	91	42	10014455	9800245	9176710	8577582	7026777	5344730	802	591139	9992762	46.18	57420	19679	36	112	0.00
46472_2#343	38	17	7	6	6	5	1963041	1956904	1935464	1929830	1929830	1894242	20	706985	1959374	41.37	466289	353703	2	3	0.00
46472_2#320	46	15	13	12	9	7	1904717	1895914	1893087	1885759	1836528	1761514	20	638090	1899310	37.87	389009	142698	2	5	0.00
46371_4#88	45	33	24	18	14	12	2315391	2312372	2291243	2245438	2181052	2089602	34	464182	2312921	41.23	276221	98924	3	7	0.00
46472_2#372	44	20	13	12	8	6	1872323	1864137	1852109	1844530	1760178	1701051	25	598076	1867889	37.99	398340	129286	2	4	0.00
46472_2#370	39	20	12	8	7	7	1885074	1876499	1855784	1833880	1817421	1817421	29	454756	1882452	41.52	348663	217291	3	4	0.00
46472_2#371	32	18	9	7	7	7	1872118	1867030	1847050	1834026	1834026	1834026	22	459132	1869451	41.65	346200	227655	3	4	0.00
46472_2#373	12	8	8	7	7	7	1812287	1810135	1810135	1804457	1804457	1804457	10	886151	1811550	41.70	347228	157031	2	3	0.00
46472_2#84	31	16	8	6	6	6	1934107	1929636	1912444	1901253	1901253	1901253	18	507697	1931037	41.44	460560	233369	2	4	0.00
46371_4#243	840	703	359	208	65	23	7945665	7884610	6964220	5864622	3703195	2342809	764	344702	7926676	37.50	22175	9671	77	217	0.00
46321_2#120	1217	668	244	118	23	4	4553034	4276263	3251974	2368829	922516	279160	989	78817	4493317	39.65	10684	4575	107	269	0.00
46472_2#56	32	18	10	7	7	7	1878935	1873879	1857469	1835065	1835065	1835065	22	459635	1876400	41.63	346200	227605	3	4	0.00
46472_2#62	63	29	20	18	18	15	1943714	1931688	1910361	1894184	1894184	1798142	37	212922	1937375	38.22	151206	77429	6	11	0.00
46472_2#64	48	22	15	13	11	9	1921376	1911490	1891947	1875437	1832308	1773219	30	607343	1917018	38.05	286517	116358	3	6	0.00
46472_2#86	23	13	7	6	6	6	1925673	1921664	1899617	1893883	1893883	1893883	15	492873	1923461	41.54	353231	231644	3	4	0.00
46472_2#58	37	22	14	10	9	9	1872480	1867603	1848378	1820432	1804047	1804047	25	462116	1869640	41.50	276221	143866	3	5	0.00
46472_2#88	41	19	14	13	12	9	1769593	1764285	1756440	1747175	1723324	1606541	21	544943	1765760	37.84	247918	114030	3	5	0.00
46472_2#90	30	18	10	10	8	7	1868046	1863699	1846972	1846972	1811571	1783993	23	547933	1866785	37.95	463630	136890	2	4	0.00
46472_2#94	31	21	15	13	13	11	1843277	1840324	1826762	1812264	1812264	1741952	22	407406	1840979	37.92	230747	112630	3	7	0.00
46472_2#96	59	24	15	15	13	8	1938016	1927014	1908966	1908966	1873497	1689705	30	541788	1930691	38.09	213795	103092	3	6	0.00
46371_4#60	232	169	109	81	61	42	9511525	9488648	9325634	9106804	8798782	8055131	185	794810	9500938	36.94	213210	96438	13	29	0.00
46321_2#13	36	18	11	10	9	9	1904648	1897514	1877311	1871577	1860173	1860173	24	459897	1901589	41.51	292619	158363	3	5	0.00
46472_2#92	31	15	13	11	11	10	1833512	1829868	1825084	1809056	1809056	1781501	16	507982	1830722	38.04	156053	125062	3	6	0.00
46472_2#82	26	13	11	10	9	6	1836505	1831930	1829063	1819383	1806203	1698240	17	822488	1834402	37.93	388286	181923	2	3	0.00
46472_2#60	50	20	13	11	9	8	1975223	1964298	1947241	1936188	1913093	1873340	25	453616	1967972	41.48	220217	171492	3	6	0.00
46371_4#94	202	131	106	81	52	24	4461617	4434940	4372337	4191504	3705728	2697711	153	550295	4450200	41.71	66845	34622	16	40	0.00
46371_4#64	141	113	69	48	18	14	3208422	3197399	3075834	2925814	2437285	2312226	122	464101	3204219	39.17	158406	29407	6	17	0.00
46371_4#48	5204	475	32	15	11	8	7030839	5524542	4803594	4693422	4623474	4535772	1405	2497525	6176214	52.78	670467	22966	2	12	0.00
46371_4#63	3161	1219	197	85	13	1	5219176	4328073	2337249	1562218	452038	74011	2042	74011	4945236	39.50	4603	1606	226	722	0.00
46371_4#9	249	223	106	50	16	8	3365974	3358098	3047946	2646793	2130558	1844776	228	398589	3361458	40.05	136625	12929	6	40	0.00
46371_4#58	3051	655	155	79	43	24	7101818	6099219	5044253	4521870	3950742	3287182	1397	555163	6614693	40.01	48360	5597	25	140	0.00
46371_4#350	6003	3610	298	110	34	15	11795650	10570798	4373705	3076430	2041445	1384764	4819	202112	11502681	41.45	3125	1535	660	2027	0.00
46321_2#179	34	15	8	7	5	5	1893905	1886582	1868336	1862615	1827927	1827927	20	655700	1890395	41.51	455892	348607	2	3	0.00
46371_4#49	5479	2606	301	139	47	29	12768097	11442672	7237897	6112143	4761702	4178294	3841	300122	12368216	43.80	9683	1974	147	1008	0.00
46371_4#51	5530	3545	391	150	36	10	11938969	10958245	4977881	3325253	1677326	834564	4498	185543	11685842	40.91	3723	1692	593	1809	0.00
46371_4#219	89	48	25	22	21	19	4028943	4015318	3960425	3936159	3914507	3841516	54	502402	4019492	41.34	227764	133945	6	11	0.00
46371_4#84	71	46	31	27	24	19	3934701	3925056	3882626	3860835	3798385	3630620	52	543825	3929736	39.84	300720	114405	5	11	0.00
46626_1#124	38	18	12	12	11	9	2760143	2755189	2738905	2738905	2724740	2652319	21	1181127	2757279	32.71	529204	192636	2	4	0.00
46371_4#79	1566	794	184	87	28	17	5651225	5183950	3847030	3184373	2346917	1981495	1314	388521	5593949	40.57	13784	3643	54	265	0.00
46371_4#364	3888	2354	365	154	52	20	10582253	9838229	5874754	4461667	2869818	1642283	3150	177534	10390728	42.54	6582	2214	245	959	0.00
46371_4#74	53	30	24	20	15	12	2606740	2600845	2587404	2559400	2468813	2360682	31	673877	2601691	39.00	186035	115247	4	8	0.00
46371_4#70	75	34	25	22	18	11	4602291	4592268	4571685	4548511	4483973	4232304	38	1024306	4595177	34.82	528186	271681	3	6	0.00
46371_4#7	191	179	95	51	18	7	4184159	4181502	3930639	3628679	3126203	2687780	180	1000608	4182061	34.50	304384	23897	3	19	0.00
46321_2#170	47	22	15	15	13	9	1758964	1749816	1735855	1735855	1701159	1588690	31	538157	1755162	37.80	189032	95915	3	6	0.00
46371_4#360	5910	4622	494	177	54	25	14935075	14134127	6621183	4445798	2661680	1693716	5497	110659	14828186	42.49	3904	1649	674	2219	0.00
46371_4#82	1344	214	149	127	81	39	7550953	7179314	7049688	6878436	6094950	4583173	430	552033	7335293	40.92	73843	34943	25	62	0.00
46371_4#281	4603	3315	816	317	108	46	20965488	20141251	14483751	11052350	7946524	5815692	4270	675335	20885352	42.62	11505	3872	260	1084	0.00
46371_4#273	84	56	27	20	14	9	2028903	2021462	1958186	1910204	1835671	1673880	59	596891	2023526	38.13	155627	83802	4	8	0.00
46371_4#59	5442	2475	294	151	55	30	12689494	11339532	7156821	6147013	4738355	3901918	3724	299506	12273113	43.87	10017	2101	150	965	0.00
46626_1#184	92	39	33	30	24	17	2078735	2062565	2051184	2032921	1939735	1680816	48	252809	2068793	39.50	84070	55042	8	15	0.00
46371_4#351	170	123	96	75	51	39	7018680	6998373	6920825	6768458	6357010	5938691	140	454922	7012233	57.32	180030	76687	13	28	0.00
46371_4#29	5980	2333	281	118	39	25	12617947	10869084	7001195	5857942	4783082	4301213	3988	451721	12131011	44.03	9013	1892	140	1013	0.00
46371_4#81	2925	1646	254	77	7	0	6079698	5286922	2419426	1209884	201324	0	2536	36559	5982702	39.63	3650	1619	389	1011	0.00
46371_4#83	5609	4100	666	251	56	2	15401103	14480370	7650436	4776628	1916693	154931	5116	83944	15271539	43.15	5017	2033	664	1893	0.00
46321_2#185	47	22	13	12	9	8	2030949	2023461	2001264	1995629	1945960	1906175	25	453716	2025610	41.33	361270	336679	3	4	0.00
46371_4#353	50	21	18	16	13	9	2172848	2163346	2158470	2140220	2083962	1947450	28	651822	2167978	38.32	181895	112767	3	6	0.00
46626_1#126	79	37	29	26	21	17	2110476	2096283	2077414	2053292	1952310	1794713	48	146717	2103245	39.45	117901	75413	9	14	0.00
46626_1#152	97	43	32	29	24	21	3937330	3920423	3897128	3879767	3785801	3687776	53	577161	3928141	38.79	225692	113697	6	13	0.00
46626_1#114	2865	1287	468	268	80	30	10758895	9907674	8087101	6672431	3812745	2114706	2279	109401	10583602	37.78	15180	5357	156	440	0.00
46371_4#96	35	17	10	8	7	7	1847481	1841445	1821634	1810365	1799221	1799221	22	455229	1844613	41.51	358403	228043	3	4	0.00
46626_1#180	42	17	15	12	11	11	2118699	2111208	2108649	2090393	2073203	2073203	21	627137	2114341	39.48	455485	141063	2	5	0.00
46371_4#209	145	65	56	54	42	28	4473287	4451967	4434886	4415943	4181258	3666510	75	298349	4459411	34.76	146902	69726	12	23	0.00
46371_4#347	1568	403	217	138	61	30	10258266	9725186	9300374	8744502	7614853	6538138	858	1321145	10049508	47.66	168819	26752	13	59	0.00
46626_1#156	152	99	77	72	54	36	4854911	4841444	4782233	4753352	4461947	3798178	106	367689	4846518	35.63	107028	52202	15	33	0.00
46626_1#18	1879	561	183	92	47	31	9652908	9207757	8335479	7701367	7042391	6494514	841	621739	9400341	49.27	180694	24651	14	48	0.00
46321_2#181	16	12	8	7	7	7	1832506	1831546	1815398	1809665	1809665	1809665	12	466096	1831546	41.67	345969	227898	3	4	0.00
46626_1#118	1215	403	172	90	29	18	6443293	6127551	5575754	5019045	4051137	3665847	619	816872	6275794	39.58	98105	14698	11	64	0.00
46371_4#91	3085	1215	183	83	16	1	5287401	4399166	2336102	1601027	560532	74009	2073	74009	5042021	39.55	4248	1629	224	727	0.00
46626_1#249	81	35	27	26	18	14	2138734	2126217	2111939	2106884	1962288	1780428	40	210924	2129288	39.32	126326	100259	7	11	0.00
46371_4#57	4749	2921	315	127	37	14	10693252	9702779	4785188	3512101	2227922	1379600	3931	162761	10492961	42.27	4085	1660	418	1474	0.00
46371_4#53	6800	4312	318	121	36	17	13448963	12209248	4813518	3474394	2262477	1546736	5501	155945	13125564	41.51	3016	1508	782	2372	0.00
46626_1#286	417	343	184	130	77	44	8336342	8316008	7874887	7482431	6646697	5423471	353	387752	8322916	52.89	84749	35677	25	64	0.00
46371_4#55	5903	2965	331	136	48	26	13898201	12553460	7438043	6069033	4764015	4055850	4202	325448	13484019	43.41	7272	2052	215	1219	0.00
46626_1#276	72	23	18	17	14	11	2057317	2044016	2035029	2029743	1982595	1881630	28	577161	2047851	39.57	231521	109430	3	7	0.00
46626_1#116	144	84	48	39	30	19	3942650	3922992	3839989	3774007	3621252	3218425	98	544118	3932918	39.74	219969	60372	6	15	0.00
46371_4#76	1660	1091	507	296	108	46	16032227	15686958	14239378	12707725	9976054	7847993	1478	1240241	15988499	39.06	48450	12213	49	231	0.00
46321_2#148	1561	801	195	78	22	7	4279041	3951135	2581282	1759384	923379	439577	1070	100312	4145442	39.61	8118	3077	114	330	0.00
46626_1#255	112	57	42	39	30	21	3996664	3979025	3942498	3921592	3759767	3440501	68	657640	3987477	40.49	177749	79147	6	14	0.00
46626_1#244	195	86	61	54	47	33	5898575	5868448	5810560	5762314	5640074	5112906	99	454364	5877596	39.61	176243	84751	11	23	0.00
46371_4#5	266	160	111	93	54	28	4337471	4303694	4188285	4060239	3440709	2555248	180	218924	4318169	39.85	59270	28947	21	47	0.00
46371_4#80	172	87	55	49	42	32	6805801	6777276	6710921	6667029	6556353	6192849	106	624357	6791397	49.43	278024	111054	9	18	0.00
46626_1#279	685	279	169	118	63	39	7419700	7299011	7026204	6652519	5764251	4921225	334	655003	7337274	41.08	84479	31165	20	54	0.00
46626_1#247	228	109	89	77	52	26	3892093	3860845	3815024	3724571	3290937	2278230	122	295555	3871134	38.89	62505	39719	20	41	0.00
46626_1#242	177	109	85	78	53	34	8182800	8155688	8096268	8041380	7596936	6942926	131	1162563	8172179	37.98	367503	76900	6	22	0.00
