filename	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
f63c53_contigs.fa	1937541	22	88070.05	457316	550	137	1	229342	3	168713	5	98326	8
f6f124_contigs.fa	1956092	11	177826.55	462721	1277	211	3	359207	3	221727	4	137985	6
f70546_contigs.fa	8136006	7792	1044.15	139685	126	8005	139	4916	194	676	1457	336	5099
f713a3_contigs.fa	1897410	6	316235.00	1489530	809	122	1	1489530	1	1489530	1	124490	3
f74bd8_contigs.fa	1896620	11	172420.00	680399	424	1553	5	477886	2	358367	3	133911	5
f75991_contigs.fa	1821182	12	151765.17	717027	471	568	3	316698	2	160571	4	111632	6
f79274_contigs.fa	1898152	9	210905.78	666454	2196	680	4	457744	2	350131	3	135575	5
f7ac6a_contigs.fa	1868093	17	109887.82	1016555	851	67	1	1016555	1	336464	2	92295	5
f7b370_contigs.fa	1942767	12	161897.25	467868	767	183	4	365086	3	211084	4	137918	6
f7eef2_contigs.fa	1927852	16	120490.75	926141	795	143	2	231266	2	137222	4	74966	7
f85392_contigs.fa	1853690	9	205965.56	1194090	457	568	3	1194090	1	311121	2	186768	3
f8c885_contigs.fa	1928474	21	91832.10	462435	418	1265	6	359640	3	211141	4	135635	6
f908d5_contigs.fa	1888324	16	118020.25	819657	405	15	1	303151	2	148598	4	49523	7
f93957_contigs.fa	1927243	17	113367.24	716082	986	0	0	339732	2	144424	4	58964	7
f9b94f_contigs.fa	1883467	14	134533.36	683442	958	411	2	460764	2	347070	3	211177	4
f9cd8d_contigs.fa	1971693	23	85725.78	1145088	318	1206	6	1145088	1	352419	2	156464	4
f9deaf_contigs.fa	1905994	19	100315.47	463332	345	127	2	348726	3	231123	4	138365	6
f9f8b0_contigs.fa	1866629	9	207403.22	1071330	469	753	3	1071330	1	400173	2	114551	4
fa1e89_contigs.fa	1835689	15	122379.27	920593	611	76	2	920593	1	128519	4	85938	8
fa695d_contigs.fa	1888821	11	171711.00	453032	380	50	3	354842	3	227939	4	138399	6
faa7ec_contigs.fa	1908792	5	381758.40	1149075	5426	641	5	1149075	1	355074	2	264323	3
fab98e_contigs.fa	1894191	19	99694.26	677337	408	100	2	350844	2	219906	4	98858	6
faf288_contigs.fa	1898473	18	105470.72	506491	359	274	4	462647	2	176489	4	139122	6
faf7e5_contigs.fa	1861633	10	186163.30	803768	1043	461	4	674243	2	674243	2	222401	3
fb3dcf_contigs.fa	1924430	19	101285.79	264610	641	68	1	151893	6	123693	8	74916	13
fb56f2_contigs.fa	2040254	15	136016.93	454199	512	294	5	362307	3	337952	4	135178	6
fb7039_contigs.fa	1862462	14	133033.00	511501	448	617	2	479806	2	404990	3	85384	5
fbb36a_contigs.fa	1891029	14	135073.50	659540	490	716	5	470662	2	358820	3	133931	5
fc0066_contigs.fa	1820527	17	107089.82	1013649	458	1	1	1013649	1	358463	2	66426	5
fc1b2f_contigs.fa	1864986	10	186498.60	468381	563	433	2	347166	3	227927	4	146114	6
fc61ac_contigs.fa	2004368	23	87146.43	457293	461	333	4	254948	3	212152	5	63713	8
fc6dc7_contigs.fa	1853214	7	264744.86	677443	1993	135	2	577579	2	451252	3	451252	3
fc8923_contigs.fa	1910907	11	173718.82	682611	1201	134	2	450197	2	352311	3	137437	5
fcb309_contigs.fa	1926384	16	120399.00	614190	935	0	0	287637	3	153957	4	112338	7
fcc336_contigs.fa	1844592	15	122972.80	551838	884	67	1	209428	3	123084	5	71240	9
fd04a1_contigs.fa	1941004	15	129400.27	487024	380	305	4	361893	3	228137	4	143511	6
fd15e8_contigs.fa	1899162	6	316527.00	489942	137953	529	4	364007	3	232325	4	220082	5
fd2e59_contigs.fa	1868150	10	186815.00	1003283	625	69	2	1003283	1	381979	2	116741	5
fd2fe8_contigs.fa	1939055	24	80793.96	465432	329	718	4	349656	3	228821	4	136439	6
fd3ca1_contigs.fa	1947769	15	129851.27	684870	348	219	4	468337	2	355201	3	133924	5
fd5bab_contigs.fa	1881804	8	235225.50	703400	4322	386	3	460145	2	347175	3	220025	4
fd8612_contigs.fa	1877693	13	144437.92	757179	407	592	3	346765	2	270963	3	143331	5
fdc542_contigs.fa	1983816	14	141701.14	1159386	1092	542	5	1159386	1	352486	2	156495	4
fdda1a_contigs.fa	2233882	28	79781.50	693376	380	1336	8	476711	2	257987	4	82251	7
fde692_contigs.fa	1924350	14	137453.57	466125	403	366	2	319044	3	222806	4	187732	6
fe0609_contigs.fa	1870596	7	267228.00	687288	4290	97	3	463559	2	348793	3	228288	4
fe1ecd_contigs.fa	1928134	24	80338.92	454733	302	158	1	349190	3	171634	4	59413	7
fe2032_contigs.fa	1964019	13	151078.38	1175850	612	792	6	1175850	1	359364	2	138507	4
fe8504_contigs.fa	1908728	4	477182.00	1148310	134892	145	4	1148310	1	355438	2	270088	3
fea534_contigs.fa	1973933	24	82247.21	431589	515	116	3	287178	3	110082	6	52910	11
fee5b8_contigs.fa	1918304	14	137021.71	659419	460	594	3	467257	2	355115	3	136590	5
ff20c6_contigs.fa	1855203	8	231900.38	644129	3102	208	4	502839	2	455197	3	211104	4
ff2a09_contigs.fa	2039351	20	101967.55	532800	1704	216	4	315400	3	201917	4	54381	7
ff7208_contigs.fa	1864840	9	207204.44	530612	3036	268	5	466304	2	415020	3	136943	5
ff8a0d_contigs.fa	1916196	4	479049.00	1164216	134733	1180	7	1164216	1	359197	2	258050	3
ff8ac6_contigs.fa	1959451	7	279921.57	770233	1730	253	4	469183	2	353139	3	220108	4
ffadd1_contigs.fa	2013222	24	83884.25	462342	360	719	4	299103	3	215762	5	136037	7
ffca7e_contigs.fa	1888221	14	134872.93	468066	548	141	2	321800	3	183844	4	134700	7
fff61c_contigs.fa	1979310	21	94252.86	453943	346	452	4	350043	3	219620	4	59000	7
00124d_contigs.fa	1783928	13	137225.23	614705	949	3	3	348489	2	147583	4	114468	7
001c6b_contigs.fa	1782449	10	178244.90	987040	731	2	2	987040	1	339185	2	114850	5
004235_contigs.fa	1794740	17	105572.94	546071	392	4	4	364321	2	355148	3	105503	6
005204_contigs.fa	1859076	14	132791.14	734420	377	3	3	479527	2	227645	3	113344	5
005253_contigs.fa	1877248	29	64732.69	357683	314	3	3	186711	4	107619	7	45412	11
005995_contigs.fa	1817973	38	47841.39	416193	195	0	0	151292	4	141152	6	39604	10
008440_contigs.fa	2611150	722	3616.55	484826	297	18806	175	175052	5	102620	8	875	227
0087ca_contigs.fa	1793641	15	119576.07	555084	343	4	4	366579	2	345673	3	102875	6
0093f6_contigs.fa	1911487	25	76459.48	287434	379	0	0	253283	4	139973	6	98801	9
009b5c_contigs.fa	1894445	13	145726.54	631351	372	30	3	456629	2	372332	3	117909	5
00a8df_contigs.fa	1878307	22	85377.59	422978	413	0	0	218746	3	154217	5	103446	8
00b35a_contigs.fa	1868208	27	69192.89	526394	328	207	6	154860	4	127200	6	66465	10
00b9e4_contigs.fa	1919646	21	91411.71	1032491	329	1	1	1032491	1	187292	3	52037	6
00c8cc_contigs.fa	1811349	19	95334.16	535241	328	5	5	415267	2	140210	4	89904	7
00e52e_contigs.fa	3638201	1594	2282.43	33904	269	57769	533	6003	174	3031	347	867	779
00ec3e_contigs.fa	1865785	56	33317.59	526339	303	5	5	123155	4	101197	7	61694	12
00f569_contigs.fa	1813569	15	120904.60	999412	307	3	3	999412	1	356018	2	115813	5
010fee_contigs.fa	1851744	15	123449.60	579502	306	1	1	530935	2	364954	3	107433	5
012534_contigs.fa	1865672	11	169606.55	614971	323	0	0	446147	2	388783	3	134212	5
0144e5_contigs.fa	1850422	22	84110.09	406037	548	0	0	118391	4	103924	7	46759	12
0154b8_contigs.fa	1903456	11	173041.45	547805	430	3	3	544766	2	408999	3	119259	5
015d61_contigs.fa	1790782	13	137752.46	401322	367	0	0	363495	3	148339	4	110136	7
016942_contigs.fa	1817603	9	201955.89	1038466	356	0	0	1038466	1	291642	2	117673	5
0173e2_contigs.fa	1929020	23	83870.43	409036	462	81	3	306224	3	149423	5	105239	8
0184db_contigs.fa	1815476	12	151289.67	1031246	713	0	0	1031246	1	169851	3	113363	5
019057_contigs.fa	1934778	22	87944.45	549372	344	1	1	272140	3	139886	5	61346	8
01a8e1_contigs.fa	3689472	275	13416.26	152329	302	3408	38	60283	19	33657	35	14541	67
01c42d_contigs.fa	1793844	17	105520.24	507830	302	0	0	439517	2	391769	3	135417	5
01d06a_contigs.fa	1832293	12	152691.08	1081398	323	5	2	1081398	1	368620	2	122503	4
01d8ff_contigs.fa	1918976	19	100998.74	1034045	325	1	1	1034045	1	187287	3	52021	6
01f2b9_contigs.fa	1916202	24	79841.75	878907	300	4	4	234714	2	130960	4	93406	7
023635_contigs.fa	1931612	27	71541.19	409969	316	1	1	306953	3	152504	5	109143	8
0247c7_contigs.fa	1830421	18	101690.06	507019	307	1	1	412222	2	171597	4	111125	7
0251a5_contigs.fa	1779480	13	136883.08	552147	343	2	2	384572	2	351732	3	104297	6
025304_contigs.fa	1798431	13	138340.85	605160	405	0	0	386274	2	273150	3	101028	7
0259a4_contigs.fa	3773307	1145	3295.46	82373	269	39221	503	14170	71	7905	143	1545	329
026b5c_contigs.fa	2362169	1011	2336.47	41654	269	89493	1072	5539	118	3051	232	899	528
02700f_contigs.fa	1838334	14	131309.57	689431	306	13	5	375870	2	131574	4	106720	7
0276ad_contigs.fa	1821301	21	86728.62	481028	315	22	2	300943	3	224908	4	112803	6
0292b8_contigs.fa	1859448	18	103302.67	544164	311	3	3	271950	3	199953	4	97634	7
02a513_contigs.fa	1871679	17	110098.76	523530	418	1	1	352419	3	134526	4	106581	7
02af74_contigs.fa	1918847	15	127923.13	1157907	338	0	0	1157907	1	309957	2	72898	4
02b5b3_contigs.fa	1816433	17	106849.00	1008522	307	14	4	1008522	1	356633	2	111479	5
02d4a7_contigs.fa	1783713	18	99095.17	458780	380	38	2	283829	3	142968	4	49864	9
02dbad_contigs.fa	1769619	18	98312.17	986825	436	10	1	986825	1	386148	2	106765	4
02e080_contigs.fa	1921987	39	49281.72	683333	313	120	3	388854	2	143544	4	86112	7
02e0d6_contigs.fa	1911172	20	95558.60	462800	406	6	6	201841	3	137443	5	125665	8
02eacd_contigs.fa	1934728	24	80613.67	409565	467	2	2	306155	3	150251	5	105444	8
02fa38_contigs.fa	2114306	467	4527.42	96224	308	5726	70	26864	22	13204	46	1385	129
0300ca_contigs.fa	1807282	13	139021.69	1031830	436	2	2	1031830	1	386154	2	112319	4
03045c_contigs.fa	1938376	12	161531.33	1075835	308	2	2	1075835	1	382244	2	158225	4
030533_contigs.fa	1929563	22	87707.41	459727	323	4	4	192273	3	170281	5	115545	8
030d06_contigs.fa	2000534	14	142895.29	1100574	320	0	0	1100574	1	146446	3	93462	6
032fbc_contigs.fa	1770785	14	126484.64	994524	436	2	2	994524	1	386361	2	115954	4
033ff6_contigs.fa	1781241	14	127231.50	552151	724	2	2	276741	3	201941	4	114966	7
036175_contigs.fa	2054290	318	6460.03	904683	302	4339	27	368268	2	136787	4	5243	10
038aab_contigs.fa	1930374	28	68941.93	409992	340	1	1	289673	3	151224	5	98146	8
038dd6_contigs.fa	1909942	24	79580.92	577002	312	2	2	217557	3	183963	4	40208	9
039844_contigs.fa	1858407	31	59948.61	410229	380	29	2	129972	4	85271	7	30425	13
03b715_contigs.fa	1883195	28	67256.96	310139	328	44	5	147999	5	102489	8	44971	13
03c748_contigs.fa	1898732	34	55845.06	420702	302	26	7	257142	3	112992	6	83535	10
03cbdc_contigs.fa	1844716	13	141901.23	544177	373	2	2	412701	2	174125	4	111098	6
03ea86_contigs.fa	3689673	178	20728.50	180239	300	2342	14	58180	18	32640	36	12865	70
04080a_contigs.fa	1895848	28	67708.86	387367	345	2	2	163049	4	112350	7	56058	12
0420a2_contigs.fa	1885840	18	104768.89	554762	302	1	1	267067	3	131785	5	83543	8
043748_contigs.fa	1866017	15	124401.13	621962	335	3	3	444273	2	361655	3	135177	5
04459b_contigs.fa	1871278	11	170116.18	556216	443	0	0	504652	2	408595	3	122075	5
044a0a_contigs.fa	1803906	21	85900.29	495222	300	135	4	161992	3	137248	6	78849	9
044e97_contigs.fa	1930512	25	77220.48	435263	333	13	5	305997	3	129233	5	41188	9
0459e8_contigs.fa	1839073	14	131362.36	997123	318	14	4	997123	1	362426	2	107105	4
045fc1_contigs.fa	1837473	23	79890.13	547335	418	2	2	253755	3	138569	4	103325	7
046184_contigs.fa	1989962	32	62186.31	288148	379	604	2	199771	4	167906	6	61002	11
0462e5_contigs.fa	1851221	15	123414.73	992402	493	4	4	992402	1	384994	2	113265	5
046d76_contigs.fa	1959560	27	72576.30	439794	462	2	2	280790	3	99902	7	37346	12
046ed4_contigs.fa	1830291	22	83195.05	390404	308	1	1	250472	3	167587	5	112393	7
046f79_contigs.fa	1937416	26	74516.00	409748	357	0	0	289778	3	150423	5	48282	9
0475b3_contigs.fa	1895280	19	99751.58	556609	311	17	2	480156	2	387430	3	105515	6
0486e7_contigs.fa	1787966	16	111747.88	510606	496	2	2	374697	3	374697	3	103075	6
049283_contigs.fa	1868972	20	93448.60	420730	314	1	1	260437	3	158378	5	116915	7
0495a2_contigs.fa	1834803	11	166800.27	899337	327	1	1	407482	2	407482	2	114854	5
04a1c4_contigs.fa	1862950	14	133067.86	813419	436	7	7	368367	2	273232	3	105249	5
04a1f8_contigs.fa	1870969	17	110057.00	504178	300	1	1	414985	3	414985	3	114772	6
04b1d4_contigs.fa	1923978	15	128265.20	819259	317	2	2	372696	2	279251	3	116514	5
04b57a_contigs.fa	2035166	29	70178.14	252807	305	0	0	161322	5	108460	8	77844	12
04d4b3_contigs.fa	1815710	14	129693.57	419753	394	393	2	325810	3	232376	4	113426	7
050a85_contigs.fa	1835766	14	131126.14	1011263	303	12	5	1011263	1	387264	2	112243	4
050aff_contigs.fa	1791951	15	119463.40	518955	310	0	0	231645	3	135242	5	113912	8
05127f_contigs.fa	1933724	30	64457.47	401646	358	39	10	160829	4	143422	6	60693	10
051350_contigs.fa	1874579	9	208286.56	1060641	464	13	3	1060641	1	414485	2	123121	4
0518ed_contigs.fa	1914736	23	83249.39	544742	379	22	4	253296	3	139989	5	64067	9
05243c_contigs.fa	1811699	10	181169.90	1028948	306	3	3	1028948	1	364948	2	124351	4
05361c_contigs.fa	1912818	18	106267.67	454771	345	324	5	254213	3	175577	5	72372	8
054b63_contigs.fa	1897937	24	79080.71	556573	311	29	4	421072	2	362190	3	72037	7
05517d_contigs.fa	1830932	24	76288.83	507774	302	3	3	224471	3	120164	5	77343	8
05590a_contigs.fa	1873296	16	117081.00	765764	345	3	3	381167	2	217655	3	122740	6
0559bf_contigs.fa	1850717	11	168247.00	620789	307	1	1	407810	2	391687	3	114876	5
056ca9_contigs.fa	1872017	13	144001.31	987812	332	39	4	987812	1	388611	2	143657	4
057d39_contigs.fa	1779584	16	111224.00	988705	345	80	3	988705	1	384170	2	85728	4
0599ca_contigs.fa	1917649	19	100928.89	363473	463	0	0	282613	3	148910	5	81524	9
059c28_contigs.fa	1866411	13	143570.08	1163928	424	20	1	1163928	1	266071	2	105556	5
059e72_contigs.fa	1853963	14	132425.93	1046601	303	32	4	1046601	1	371618	2	119817	4
05bc90_contigs.fa	3901923	1095	3563.40	69246	245	34918	334	13600	76	6951	157	1473	378
05bf68_contigs.fa	1830793	13	140830.23	961025	300	14	3	961025	1	441208	2	108451	5
05c5d2_contigs.fa	1967840	30	65594.67	328023	324	0	0	188014	4	102319	7	71037	12
05d304_contigs.fa	1880226	23	81748.96	659647	300	80	3	387892	2	155438	4	109236	7
05e842_contigs.fa	1928624	27	71430.52	434595	340	2	2	289683	3	150004	5	97760	8
05fef4_contigs.fa	1818067	10	181806.70	1187998	413	0	0	1187998	1	367052	2	118075	3
0609ff_contigs.fa	1812729	9	201414.33	1014454	423	1	1	1014454	1	376482	2	130081	4
060d54_contigs.fa	1768700	9	196522.22	998501	436	0	0	998501	1	386543	2	116194	4
061296_contigs.fa	1794124	8	224265.50	1133260	372	2	2	1133260	1	380986	2	182514	3
0630a5_contigs.fa	1903929	14	135994.93	611559	323	0	0	387583	2	168575	4	109731	7
06326c_contigs.fa	1818485	20	90924.25	512759	392	9	2	130859	3	114481	6	89142	9
063b77_contigs.fa	1924897	24	80204.04	670192	341	2	2	348091	2	154623	4	108122	7
068441_contigs.fa	1901801	29	65579.34	307209	581	3	3	106344	5	100520	8	37454	14
068d13_contigs.fa	1875155	10	187515.50	1060688	310	14	4	1060688	1	410193	2	122415	4
06996a_contigs.fa	1835870	12	152989.17	900017	327	1	1	408868	2	408868	2	114846	5
0699f9_contigs.fa	2898297	1044	2776.15	391111	269	76761	1209	86172	7	6685	28	749	390
06ad19_contigs.fa	1887770	188	10041.33	991718	302	4540	34	991718	1	370256	2	106465	5
06bcc2_contigs.fa	1886161	9	209573.44	1045863	407	2	2	1045863	1	392782	2	114986	4
06c2b6_contigs.fa	1811125	13	139317.31	1150827	310	1	1	1150827	1	311681	2	187091	3
06dd99_contigs.fa	1836651	19	96665.84	548226	319	16	1	428724	2	364981	3	101783	6
06e977_contigs.fa	1792369	31	57818.35	396335	325	1	1	257116	3	110940	5	61731	9
06f062_contigs.fa	1835009	31	59193.84	657603	232	129	8	160257	3	123052	5	76537	9
06f118_contigs.fa	1973488	141	13996.37	1034659	221	2641	19	1034659	1	429011	2	120726	5
07139d_contigs.fa	1873294	13	144099.54	1048290	441	4	4	1048290	1	157228	3	111322	6
072fe2_contigs.fa	4314791	2991	1442.59	36742	269	97661	1672	3784	263	1463	632	472	1708
0739a2_contigs.fa	1866214	12	155517.83	947003	456	16	2	947003	1	532612	2	105004	4
076ca7_contigs.fa	1939694	16	121230.88	500795	310	24	4	212171	3	133218	6	90784	9
0771ca_contigs.fa	1854279	38	48796.82	383606	303	26	3	127149	5	87442	8	52094	13
0775dd_contigs.fa	1855500	15	123700.00	711017	300	6	1	446736	2	302594	3	53463	5
078224_contigs.fa	3673209	1581	2323.35	46343	269	70273	914	6387	154	3357	308	811	728
07834b_contigs.fa	1769032	16	110564.50	664517	384	0	0	385942	2	330158	3	114352	5
0795d7_contigs.fa	1883824	21	89705.90	423409	462	0	0	132172	4	99903	8	67676	12
07beb3_contigs.fa	1797373	19	94598.58	546103	308	2	2	450451	2	301548	3	104362	6
07ee73_contigs.fa	1855224	23	80661.91	576541	359	1	1	186337	3	140207	5	58789	8
07f393_contigs.fa	1954532	30	65151.07	400677	375	3	3	132191	4	105127	7	37314	13
0804fb_contigs.fa	1887070	21	89860.48	554749	335	6	2	400458	2	131806	4	61051	8
083da8_contigs.fa	1923804	18	106878.00	819267	317	4	4	371308	2	228613	3	107525	6
083edf_contigs.fa	1804550	9	200505.56	1008122	345	2	2	1008122	1	385564	2	123136	4
084a05_contigs.fa	1819013	9	202112.56	1031369	1650	13	3	1031369	1	366074	2	132946	4
084bac_contigs.fa	1997125	24	83213.54	576081	320	1	1	197601	3	196936	5	111634	8
0858a0_contigs.fa	1848211	25	73928.44	548614	314	3	3	432129	2	355074	3	107419	6
08675b_contigs.fa	1845758	11	167796.18	604701	422	3	3	371808	2	370158	3	112091	6
0867cc_contigs.fa	1823120	20	91156.00	529630	328	3	3	154852	4	128434	6	97060	9
087b15_contigs.fa	1810740	14	129338.57	559912	327	1	1	384172	2	136579	4	114916	7
088ac8_contigs.fa	1826007	29	62965.76	530700	338	15	4	241432	3	114678	5	62121	9
08a88c_contigs.fa	1816995	7	259570.71	1031289	2315	1	1	1031289	1	367752	2	132006	4
08aad0_contigs.fa	1867539	10	186753.90	803406	381	1	1	405279	2	286826	3	114075	5
08adec_contigs.fa	1903044	12	158587.00	958846	660	34	4	958846	1	200132	3	91131	6
08c23a_contigs.fa	1909924	25	76396.96	507994	302	13	3	350388	3	134170	4	75695	8
08c662_contigs.fa	2712679	701	3869.73	510148	264	29742	199	156935	4	31904	8	1047	223
08c8a7_contigs.fa	1885123	22	85687.41	564464	316	1	1	389398	2	121610	5	59865	9
08cf18_contigs.fa	1828499	23	79499.96	503388	314	4	4	420848	2	417463	3	96034	6
0904f0_contigs.fa	1948948	39	49973.03	569890	306	69	3	423790	2	144238	4	58872	8
0918b1_contigs.fa	1878858	11	170805.27	1087304	374	3	3	1087304	1	384315	2	121807	4
094564_contigs.fa	1785010	14	127500.71	548930	379	153	3	438489	2	385202	3	117983	5
094c4b_contigs.fa	1836654	14	131189.57	604550	422	24	4	371864	2	162854	4	100454	7
095342_contigs.fa	1939458	15	129297.20	680020	329	3	3	379036	2	189892	4	107317	6
09966b_contigs.fa	3819396	1067	3579.57	60477	249	40306	408	14586	72	7645	142	1701	335
099ffb_contigs.fa	1867767	39	47891.46	525935	301	420	3	202642	3	132822	6	45222	10
09b088_contigs.fa	1818024	9	202002.67	1038414	432	0	0	1038414	1	365533	2	118624	4
09c04b_contigs.fa	1841711	13	141670.08	1032092	328	4	4	1032092	1	354113	2	125895	4
09cc03_contigs.fa	1835759	19	96618.89	509095	308	3	3	206158	3	199761	4	103012	7
09d7f2_contigs.fa	1876479	12	156373.25	782651	360	2	2	384282	2	166672	3	117533	6
09d850_contigs.fa	1900761	22	86398.23	374088	345	152	1	301078	3	221806	5	94512	8
09dc5d_contigs.fa	1915176	13	147321.23	1048237	378	0	0	1048237	1	372041	2	118720	4
09e412_contigs.fa	2502752	706	3544.97	152498	320	22036	133	35966	19	17433	39	941	248
09ea34_contigs.fa	1793170	19	94377.37	321317	367	7	3	172352	4	132695	6	70820	10
09f46c_contigs.fa	1791995	19	94315.53	548346	343	2	2	373432	2	137282	4	89900	7
09f4fe_contigs.fa	1807597	15	120506.47	499720	382	237	3	295082	3	148856	4	106065	7
0a0e69_contigs.fa	1882875	9	209208.33	986693	383	0	0	986693	1	417888	2	131128	4
0a11c4_contigs.fa	3628421	202	17962.48	159139	332	2609	14	48376	26	26825	46	9891	88
0a3003_contigs.fa	1869429	12	155785.75	565153	342	19	5	400766	2	379776	3	113002	6
0a447e_contigs.fa	1884874	11	171352.18	1073067	401	1	1	1073067	1	363710	2	127359	4
0a4604_contigs.fa	3686573	1789	2060.69	28223	269	44054	408	6084	170	2800	347	690	882
0a461b_contigs.fa	1844969	17	108527.59	533955	2099	71	4	326312	3	135764	4	43847	9
0a4db4_contigs.fa	1886418	18	104801.00	557177	304	3	3	386871	2	383884	3	111514	6
0a55ad_contigs.fa	1808158	12	150679.83	399570	1052	1	1	343495	3	227541	4	110482	7
0a56ab_contigs.fa	1826291	16	114143.19	541774	464	0	0	377272	2	139872	5	117956	8
0a5b42_contigs.fa	1908970	27	70702.59	537475	305	241	6	159854	3	132004	6	64054	10
0a730a_contigs.fa	1929502	29	66534.55	307886	462	32	2	232968	4	125575	6	46970	10
0a7d00_contigs.fa	2927887	2061	1420.61	21488	269	127345	1520	2458	301	1286	637	574	1305
0a9127_contigs.fa	1919479	20	95973.95	649453	340	12	2	393882	2	187314	4	52123	7
0aa257_contigs.fa	1958064	20	97903.20	551760	305	1	1	213799	3	163311	5	47644	9
0ab140_contigs.fa	1780286	12	148357.17	988270	353	1	1	988270	1	383702	2	123068	4
0ab6d9_contigs.fa	1856844	19	97728.63	548087	311	0	0	273415	3	255692	4	79511	7
0ad10a_contigs.fa	1864238	17	109661.06	1139935	362	2	2	1139935	1	209624	2	115971	5
0ad269_contigs.fa	1840178	22	83644.45	548292	319	7	2	428762	2	365005	3	101803	6
0add95_contigs.fa	1815398	13	139646.00	611639	366	1	1	419652	2	365332	3	110714	6
0affb0_contigs.fa	1826940	15	121796.00	632378	350	1	1	501383	2	214555	3	116036	5
0b0a96_contigs.fa	1834937	11	166812.45	1004808	384	6	6	1004808	1	385749	2	110409	5
0b1151_contigs.fa	1881005	10	188100.50	1087345	425	27	3	1087345	1	384286	2	135512	4
0b181d_contigs.fa	1769633	15	117975.53	674676	385	1	1	385559	2	312366	3	116019	5
0b1bb5_contigs.fa	1931796	16	120737.25	808166	315	3	3	382278	2	298687	3	122026	5
0b1fe2_contigs.fa	1826057	15	121737.13	1016619	317	1	1	1016619	1	393957	2	114861	4
0b2141_contigs.fa	1793378	19	94388.32	548462	343	10	3	372776	2	137324	4	63943	8
0b2bf5_contigs.fa	1930285	26	74241.73	409966	340	2	2	300941	3	148957	5	51550	9
0b3117_contigs.fa	1811366	15	120757.73	1150802	310	1	1	1150802	1	311670	2	187095	3
